id,ans
287,3
288,3
289,2
290,3
291,5
292,2
293,4
294,1
295,3
296,2
297,2
298,0
299,1
300,0
301,0
302,3
303,1
304,2
305,4
306,0
307,4
308,4
309,1
310,2
311,4
312,1
313,0
314,3
315,5
316,3
317,2
318,4
319,2
320,5
321,1
322,0
323,2
324,3
325,5
326,2
327,2
328,5
329,0
330,1
331,3
332,5
333,0
334,3
335,0
336,5
337,5
338,0
339,0
340,4
341,3
342,4
343,5
344,0
345,2
346,2
347,4
348,5
349,1
350,3
351,2
352,2
353,3
354,4
355,0
356,4
357,2
358,5
359,4
360,2
361,2
362,4
363,5
364,0
365,2
366,3
367,2
368,0
369,0
370,5
371,4
372,5
373,1
374,2
375,3
376,3
377,1
378,0
379,0
380,2
381,5
382,0
383,4
384,4
385,1
386,4
387,0
388,3
389,4
390,1
391,0
392,5
393,3
394,3
395,5
396,2
397,5
398,2
399,1
400,0
401,0
402,2
403,1
404,0
405,1
406,4
407,3
408,2
409,2
410,0
411,5
412,0
413,3
414,2
415,1
416,4
417,1
418,1
419,1
420,5
421,3
422,1
423,0
424,0
425,0
426,1
427,0
428,2
429,5
430,4
431,0
432,2
433,2
434,0
435,2
436,1
437,2
438,0
439,1
440,0
441,1
442,4
443,0
444,0
445,0
446,0
447,4
448,5
449,2
450,3
451,1
452,0
453,5
454,5
455,3
456,2
457,5
458,3
459,5
460,2
461,2
462,5
463,0
464,3
465,5
466,5
467,3
468,0
469,1
470,5
471,4
472,3
473,4
474,2
475,0
476,2
477,0
478,1
479,4
480,2
481,0
482,1
483,2
484,0
485,5
486,1
487,3
488,3
489,5
490,0
491,2
492,0
493,0
494,2
495,3
496,5
497,0
498,0
499,1
500,5
501,0
502,1
503,4
504,2
505,1
506,1
507,3
508,1
509,2
510,5
511,1
512,1
513,2
514,2
515,1
516,5
517,2
518,2
519,4
520,0
521,3
522,4
523,2
524,4
525,4
526,4
527,5
528,0
529,4
530,2
531,2
532,3
533,2
534,1
535,0
536,1
537,3
538,4
539,0
540,0
541,3
542,1
543,2
544,2
545,3
546,0
547,5
548,3
549,4
550,1
551,4
552,5
553,0
554,3
555,1
556,5
557,5
558,3
559,5
560,4
561,0
562,0
563,3
564,5
565,1
566,2
567,2
568,1
569,5
570,0
571,3
572,2
573,5
574,4
575,1
576,5
577,3
578,0
579,3
580,2
581,1
582,2
583,0
584,0
585,2
586,0
587,0
588,3
589,2
590,5
591,5
592,0
593,0
594,4
595,5
596,0
597,1
598,4
599,0
600,4
601,4
602,0
603,5
604,4
605,2
606,2
607,0
608,1
609,1
610,4
611,3
612,0
613,3
614,2
615,2
616,4
617,1
618,4
619,5
620,5
621,4
622,2
623,5
624,0
625,3
626,5
627,0
628,0
629,0
630,5
631,0
632,0
633,5
634,0
635,3
636,0
637,1
638,5
639,0
640,2
641,2
642,1
643,5
644,5
645,0
646,0
647,4
648,4
649,5
650,0
651,5
652,0
653,2
654,0
655,0
656,2
657,5
658,5
659,0
660,1
661,0
662,1
663,4
664,3
665,5
666,3
667,4
668,2
669,0
670,2
671,2
672,2
673,4
674,0
675,4
676,2
677,1
678,1
679,5
680,5
681,5
682,5
683,2
684,5
685,3
686,3
687,0
688,5
689,4
690,0
691,5
692,4
693,4
694,5
695,3
696,3
697,5
698,5
699,3
700,2
701,0
702,3
703,0
704,2
705,4
706,0
707,0
708,3
709,1
710,3
711,2
712,4
713,5
714,3
715,4
716,0
717,1
718,2
719,3
720,4
721,1
722,0
723,1
724,0
725,2
726,2
727,5
728,0
729,0
730,5
731,3
732,4
733,5
734,0
735,4
736,4
737,5
738,5
739,3
740,1
741,0
742,1
743,1
744,5
745,3
746,4
747,1
748,2
749,3
750,4
751,1
752,4
753,0
754,0
755,0
756,4
757,3
758,0
759,5
760,0
761,4
762,3
763,1
764,2
765,2
766,2
767,0
768,1
769,3
770,0
771,1
772,2
773,4
774,2
775,1
776,4
777,2
778,2
779,3
780,4
781,3
782,4
783,2
784,0
785,3
786,4
787,1
788,4
789,2
790,0
791,1
792,4
793,5
794,1
795,2
796,5
797,1
798,0
799,5
800,5
801,2
802,3
803,5
804,1
805,3
806,2
807,5
808,0
809,3
810,2
811,1
812,3
813,0
814,2
815,4
816,3
817,4
818,4
819,1
820,2
821,1
822,3
823,0
824,4
825,0
826,3
827,2
828,1
829,2
830,1
831,5
832,0
833,3
834,2
835,3
836,4
837,1
838,4
839,0
840,2
841,4
842,3
843,2
844,1
845,5
846,1
847,3
848,1
849,1
850,5
851,5
852,2
853,0
854,4
855,0
856,5
857,1
858,4
859,0
860,5
861,0
862,1
863,2
864,2
865,0
866,1
867,1
868,2
869,3
870,0
871,3
872,3
873,5
874,5
875,0
876,3
877,2
878,1
879,0
880,1
881,0
882,0
883,3
884,3
885,2
886,2
887,0
888,5
889,3
890,4
891,3
892,2
893,0
894,5
895,0
896,1
897,1
898,5
899,3
900,0
901,0
902,3
903,2
904,5
905,5
906,2
907,4
908,3
909,4
910,0
911,0
912,4
913,0
914,1
915,5
916,5
917,3
918,4
919,0
920,4
921,2
922,0
923,5
924,2
925,5
926,1
927,0
928,2
929,4
930,3
931,0
932,3
933,4
934,0
935,0
936,0
937,4
938,0
939,2
940,0
941,5
942,5
943,1
944,0
945,0
946,0
947,5
948,0
949,4
950,0
951,0
952,2
953,4
954,5
955,2
956,4
957,1
958,4
959,4
960,0
961,5
962,2
963,2
964,1
965,2
966,4
967,2
968,3
969,2
970,2
971,0
972,0
973,0
974,5
975,1
976,5
977,5
978,4
979,5
980,4
981,0
982,0
983,3
984,0
985,0
986,0
987,0
988,5
989,0
990,0
991,1
992,2
993,0
994,2
995,5
996,4
997,0
998,3
999,4
1000,5
1001,2
1002,4
1003,4
1004,3
1005,0
1006,0
1007,2
1008,0
1009,0
1010,4
1011,0
1012,1
1013,0
1014,0
1015,4
1016,0
1017,0
1018,0
1019,0
1020,5
1021,3
1022,0
1023,0
1024,5
1025,3
1026,0
1027,0
1028,5
1029,4
1030,1
1031,5
1032,2
1033,0
1034,2
1035,0
1036,4
1037,3
1038,2
1039,4
1040,0
1041,4
1042,2
1043,4
1044,5
1045,0
1046,4
1047,5
1048,2
1049,4
1050,5
1051,5
1052,0
1053,5
1054,5
1055,4
1056,0
1057,1
1058,4
1059,3
1060,2
1061,0
1062,2
1063,4
1064,1
1065,0
1066,1
1067,2
1068,5
1069,3
1070,4
1071,1
1072,1
1073,0
1074,3
1075,0
1076,0
1077,0
1078,0
1079,4
1080,0
1081,0
1082,0
1083,4
1084,0
1085,5
1086,0
1087,4
1088,2
1089,2
1090,2
1091,3
1092,0
1093,0
1094,0
1095,0
1096,4
1097,2
1098,2
1099,2
1100,2
1101,2
1102,3
1103,2
1104,1
1105,4
1106,5
1107,2
1108,2
1109,1
1110,3
1111,4
1112,0
1113,0
1114,5
1115,3
1116,0
1117,0
1118,5
1119,3
1120,2
1121,4
1122,4
1123,0
1124,3
1125,2
1126,2
1127,5
1128,4
1129,3
1130,0
1131,1
1132,3
1133,1
1134,1
1135,3
1136,4
1137,3
1138,5
1139,2
1140,0
1141,3
1142,1
1143,1
1144,5
1145,2
1146,5
1147,2
1148,1
1149,0
1150,0
1151,3
1152,4
1153,5
1154,1
1155,5
1156,2
1157,2
1158,0
1159,1
1160,0
1161,0
1162,2
1163,2
1164,3
1165,4
1166,5
1167,3
1168,1
1169,2
1170,1
1171,4
1172,2
1173,2
1174,1
1175,5
1176,0
1177,5
1178,4
1179,0
1180,2
1181,3
1182,2
1183,2
1184,0
1185,3
1186,0
1187,4
1188,4
1189,1
1190,2
1191,2
1192,2
1193,3
1194,5
1195,5
1196,4
1197,1
1198,2
1199,0
1200,3
1201,5
1202,3
1203,1
1204,3
1205,2
1206,5
1207,5
1208,0
1209,4
1210,4
1211,0
1212,3
1213,4
1214,5
1215,1
1216,0
1217,5
1218,4
1219,3
1220,5
1221,0
1222,0
1223,4
1224,1
1225,1
1226,0
1227,3
1228,5
1229,0
1230,4
1231,0
1232,0
1233,4
1234,4
1235,3
1236,4
1237,2
1238,0
1239,5
1240,1
1241,0
1242,1
1243,2
1244,5
1245,4
1246,5
1247,4
1248,2
1249,5
1250,1
1251,0
1252,1
1253,4
1254,4
1255,4
1256,0
1257,0
1258,0
1259,2
1260,5
1261,5
1262,0
1263,3
1264,5
1265,4
1266,1
1267,0
1268,0
1269,1
1270,1
1271,4
1272,4
1273,2
1274,1
1275,2
1276,0
1277,4
1278,3
1279,2
1280,5
1281,1
1282,0
1283,2
1284,4
1285,1
1286,4
1287,1
1288,5
1289,3
1290,0
1291,0
1292,1
1293,2
1294,3
1295,5
1296,5
1297,0
1298,1
1299,1
1300,3
1301,1
1302,4
1303,3
1304,0
1305,2
1306,5
1307,4
1308,4
1309,0
1310,2
1311,1
1312,0
1313,3
1314,2
1315,1
1316,4
1317,1
1318,1
1319,0
1320,0
1321,3
1322,5
1323,3
1324,3
1325,1
1326,1
1327,0
1328,0
1329,2
1330,2
1331,1
1332,2
1333,5
1334,3
1335,5
1336,1
1337,5
1338,4
1339,3
1340,1
1341,0
1342,4
1343,0
1344,4
1345,5
1346,0
1347,1
1348,1
1349,5
1350,4
1351,1
1352,5
1353,5
1354,5
1355,0
1356,5
1357,5
1358,4
1359,0
1360,4
1361,1
1362,2
1363,0
1364,2
1365,2
1366,4
1367,5
1368,0
1369,0
1370,0
1371,2
1372,2
1373,0
1374,4
1375,1
1376,2
1377,5
1378,5
1379,4
1380,5
1381,2
1382,1
1383,3
1384,3
1385,5
1386,0
1387,5
1388,3
1389,5
1390,0
1391,5
1392,3
1393,3
1394,0
1395,1
1396,5
1397,1
1398,4
1399,5
1400,1
1401,3
1402,4
1403,0
1404,4
1405,2
1406,5
1407,2
1408,5
1409,3
1410,4
1411,4
1412,2
1413,4
1414,1
1415,0
1416,5
1417,4
1418,2
1419,1
1420,3
1421,1
1422,5
1423,5
1424,3
1425,4
1426,1
1427,3
1428,3
1429,0
1430,1
1431,0
1432,3
1433,4
1434,1
1435,0
1436,5
1437,4
1438,4
1439,0
1440,5
1441,0
1442,5
1443,2
1444,3
1445,3
1446,2
1447,0
1448,1
1449,3
1450,0
1451,5
1452,5
1453,2
1454,5
1455,4
1456,3
1457,1
1458,2
1459,2
1460,5
1461,3
1462,4
1463,2
1464,2
1465,3
1466,1
1467,1
1468,4
1469,0
1470,5
1471,3
1472,0
1473,2
1474,2
1475,4
1476,0
1477,4
1478,0
1479,4
1480,1
1481,5
1482,2
1483,4
1484,1
1485,0
1486,1
1487,2
1488,3
1489,4
1490,5
1491,5
1492,5
1493,4
1494,1
1495,1
1496,4
1497,2
1498,3
1499,4
1500,0
1501,5
1502,2
1503,4
1504,4
1505,1
1506,1
1507,0
1508,4
1509,5
1510,0
1511,3
1512,1
1513,2
1514,1
1515,1
1516,1
1517,1
1518,5
1519,2
1520,1
1521,0
1522,2
1523,2
1524,5
1525,4
1526,1
1527,1
1528,2
1529,3
1530,3
1531,0
1532,4
1533,5
1534,0
1535,3
1536,2
1537,2
1538,4
1539,3
1540,4
1541,1
1542,2
1543,5
1544,1
1545,2
1546,2
1547,5
1548,3
1549,0
1550,3
1551,2
1552,4
1553,3
1554,0
1555,4
1556,1
1557,0
1558,4
1559,5
1560,0
1561,4
1562,3
1563,4
1564,5
1565,3
1566,5
1567,3
1568,5
1569,2
1570,4
1571,2
1572,0
1573,5
1574,0
1575,0
1576,3
1577,3
1578,4
1579,4
1580,3
1581,3
1582,0
1583,3
1584,5
1585,3
1586,2
1587,4
1588,5
1589,1
1590,4
1591,1
1592,2
1593,3
1594,4
1595,5
1596,1
1597,2
1598,3
1599,4
1600,5
1601,0
1602,0
1603,0
1604,1
1605,0
1606,0
1607,1
1608,4
1609,4
1610,0
1611,5
1612,1
1613,5
1614,0
1615,0
1616,2
1617,0
1618,2
1619,2
1620,1
1621,0
1622,0
1623,0
1624,1
1625,1
1626,0
1627,2
1628,1
1629,0
1630,3
1631,0
1632,5
1633,5
1634,0
1635,2
1636,5
1637,0
1638,2
1639,2
1640,0
1641,2
1642,2
1643,3
1644,3
1645,5
1646,1
1647,1
1648,0
1649,0
1650,4
1651,2
1652,1
1653,4
1654,1
1655,2
1656,1
1657,5
1658,2
1659,3
1660,5
1661,4
1662,2
1663,5
1664,0
1665,1
1666,2
1667,0
1668,0
1669,1
1670,0
1671,3
1672,5
1673,5
1674,2
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,4
1682,4
1683,2
1684,2
1685,2
1686,5
1687,2
1688,2
1689,3
1690,4
1691,0
1692,5
1693,1
1694,2
1695,0
1696,3
1697,4
1698,5
1699,0
1700,0
1701,5
1702,0
1703,3
1704,3
1705,0
1706,5
1707,1
1708,2
1709,3
1710,1
1711,1
1712,2
1713,4
1714,3
1715,1
1716,0
1717,4
1718,4
1719,1
1720,5
1721,1
1722,2
1723,1
1724,1
1725,4
1726,0
1727,4
1728,4
1729,3
1730,1
1731,5
1732,4
1733,5
1734,4
1735,5
1736,2
1737,3
1738,1
1739,0
1740,4
1741,1
1742,0
1743,3
1744,1
1745,4
1746,4
1747,0
1748,0
1749,5
1750,2
1751,3
1752,3
1753,4
1754,2
1755,1
1756,1
1757,4
1758,2
1759,4
1760,2
1761,0
1762,1
1763,1
1764,1
1765,0
1766,2
1767,0
1768,0
1769,4
1770,0
1771,2
1772,2
1773,5
1774,4
1775,3
1776,2
1777,4
1778,2
1779,1
1780,4
1781,5
1782,3
1783,3
1784,2
1785,3
1786,1
1787,4
1788,1
1789,2
1790,4
1791,5
1792,0
1793,5
1794,1
1795,2
1796,4
1797,1
1798,5
1799,5
1800,1
1801,1
1802,5
1803,0
1804,2
1805,5
1806,4
1807,3
1808,2
1809,1
1810,3
1811,3
1812,5
1813,5
1814,1
1815,4
1816,2
1817,3
1818,0
1819,3
1820,3
1821,3
1822,4
1823,5
1824,5
1825,3
1826,2
1827,3
1828,3
1829,3
1830,2
1831,0
1832,0
1833,5
1834,5
1835,1
1836,5
1837,0
1838,1
1839,3
1840,5
1841,0
1842,1
1843,5
1844,2
1845,3
1846,1
1847,3
1848,0
1849,3
1850,3
1851,1
1852,0
1853,2
1854,1
1855,0
1856,0
1857,2
1858,5
1859,0
1860,3
1861,2
1862,2
1863,5
1864,4
1865,2
1866,4
1867,4
1868,5
1869,3
1870,2
1871,4
1872,3
1873,5
1874,4
1875,1
1876,0
1877,0
1878,3
1879,1
1880,5
1881,3
1882,5
1883,3
1884,0
1885,4
1886,0
1887,5
1888,2
1889,3
1890,3
1891,4
1892,1
1893,2
1894,3
1895,0
1896,3
1897,2
1898,5
1899,5
1900,3
1901,3
1902,1
1903,2
1904,5
1905,4
1906,3
1907,3
1908,3
1909,5
1910,5
1911,3
1912,2
1913,4
1914,0
1915,2
1916,2
1917,0
1918,4
1919,1
1920,0
1921,3
1922,2
1923,0
1924,4
1925,3
1926,1
1927,4
1928,5
1929,1
1930,2
1931,3
1932,3
1933,5
1934,4
1935,4
1936,1
1937,0
1938,4
1939,0
1940,5
1941,1
1942,3
1943,5
1944,3
1945,4
1946,0
1947,4
1948,0
1949,3
1950,5
1951,1
1952,0
1953,4
1954,4
1955,1
1956,0
1957,1
1958,2
1959,5
1960,4
1961,1
1962,4
1963,1
1964,1
1965,2
1966,5
1967,1
1968,5
1969,0
1970,4
1971,5
1972,0
1973,2
1974,4
1975,2
1976,5
1977,5
1978,2
1979,0
1980,2
1981,0
1982,4
1983,2
1984,3
1985,4
1986,3
1987,0
1988,1
1989,2
1990,3
1991,5
1992,1
1993,2
1994,3
1995,1
1996,0
1997,5
1998,5
1999,2
2000,3
2001,3
2002,1
2003,3
2004,0
2005,1
2006,0
2007,1
2008,0
2009,4
2010,1
2011,1
2012,0
2013,1
2014,1
2015,0
2016,3
2017,3
2018,5
2019,0
2020,4
2021,4
2022,4
2023,4
2024,5
2025,4
2026,0
2027,2
2028,3
2029,0
2030,5
2031,3
2032,4
2033,2
2034,1
2035,0
2036,0
2037,3
2038,2
2039,2
2040,3
2041,5
2042,3
2043,3
2044,3
2045,1
2046,3
2047,0
2048,0
2049,1
2050,2
2051,4
2052,0
2053,2
2054,3
2055,4
2056,5
2057,1
2058,0
2059,3
2060,5
2061,1
2062,2
2063,1
2064,1
2065,1
2066,0
2067,3
2068,2
2069,2
2070,0
2071,0
2072,0
2073,1
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,1
2082,4
2083,3
2084,4
2085,4
2086,0
2087,2
2088,4
2089,0
2090,4
2091,0
2092,5
2093,3
2094,1
2095,4
2096,5
2097,0
2098,3
2099,0
2100,0
2101,5
2102,0
2103,1
2104,2
2105,2
2106,3
2107,4
2108,2
2109,3
2110,3
2111,1
2112,2
2113,5
2114,4
2115,0
2116,0
2117,4
2118,5
2119,1
2120,5
2121,3
2122,1
2123,5
2124,4
2125,2
2126,0
2127,1
2128,2
2129,2
2130,0
2131,0
2132,4
2133,2
2134,2
2135,2
2136,1
2137,5
2138,3
2139,5
2140,3
2141,2
2142,1
2143,2
2144,3
2145,4
2146,2
2147,2
2148,1
2149,2
2150,3
2151,0
2152,0
2153,1
2154,4
2155,0
2156,4
2157,3
2158,5
2159,3
2160,5
2161,5
2162,1
2163,0
2164,3
2165,5
2166,1
2167,0
2168,1
2169,0
2170,4
2171,4
2172,5
2173,3
2174,4
2175,2
2176,1
2177,2
2178,0
2179,3
2180,4
2181,3
2182,3
2183,5
2184,2
2185,2
2186,0
2187,5
2188,0
2189,4
2190,0
2191,2
2192,3
2193,1
2194,3
2195,1
2196,5
2197,1
2198,2
2199,2
2200,5
2201,0
2202,1
2203,4
2204,2
2205,5
2206,5
2207,0
2208,2
2209,5
2210,3
2211,2
2212,2
2213,2
2214,1
2215,2
2216,4
2217,0
2218,4
2219,3
2220,0
2221,3
2222,5
2223,0
2224,1
2225,1
2226,0
2227,1
2228,1
2229,0
2230,4
2231,4
2232,4
2233,5
2234,3
2235,3
2236,2
2237,0
2238,3
2239,5
2240,1
2241,3
2242,0
2243,5
2244,1
2245,4
2246,0
2247,1
2248,5
2249,3
2250,0
2251,0
2252,0
2253,2
2254,0
2255,2
2256,3
2257,4
2258,2
2259,2
2260,4
2261,1
2262,1
2263,3
2264,5
2265,5
2266,4
2267,0
2268,0
2269,5
2270,3
2271,1
2272,3
2273,4
2274,0
2275,4
2276,3
2277,0
2278,0
2279,1
2280,0
2281,0
2282,4
2283,5
2284,0
2285,3
2286,1
2287,5
2288,0
2289,4
2290,0
2291,2
2292,1
2293,3
2294,0
2295,2
2296,3
2297,4
2298,5
2299,0
2300,5
2301,0
2302,1
2303,4
2304,4
2305,1
2306,1
2307,5
2308,1
2309,3
2310,2
2311,4
2312,0
2313,2
2314,1
2315,3
2316,1
2317,4
2318,1
2319,0
2320,5
2321,3
2322,2
2323,2
2324,1
2325,1
2326,0
2327,2
2328,1
2329,1
2330,5
2331,2
2332,3
2333,5
2334,0
2335,1
2336,2
2337,2
2338,5
2339,0
2340,5
2341,3
2342,3
2343,1
2344,2
2345,3
2346,1
2347,1
2348,4
2349,2
2350,1
2351,3
2352,0
2353,4
2354,4
2355,4
2356,5
2357,5
2358,0
2359,2
2360,2
2361,2
2362,4
2363,3
2364,0
2365,1
2366,2
2367,1
2368,5
2369,0
2370,1
2371,3
2372,5
2373,0
2374,1
2375,1
2376,4
2377,0
2378,3
2379,4
2380,2
2381,0
2382,1
2383,2
2384,3
2385,2
2386,3
2387,4
2388,1
2389,4
2390,2
2391,0
2392,4
2393,2
2394,4
2395,1
2396,5
2397,1
2398,5
2399,0
2400,4
2401,0
2402,1
2403,2
2404,2
2405,3
2406,1
2407,5
2408,5
2409,2
2410,3
2411,1
2412,1
2413,0
2414,0
2415,1
2416,3
2417,0
2418,4
2419,4
2420,1
2421,1
2422,1
2423,1
2424,3
2425,0
2426,4
2427,4
2428,3
2429,0
2430,4
2431,0
2432,2
2433,4
2434,1
2435,0
2436,4
2437,4
2438,0
2439,4
2440,2
2441,4
2442,0
2443,0
2444,4
2445,0
2446,2
2447,2
2448,5
2449,0
2450,3
2451,2
2452,1
2453,1
2454,5
2455,5
2456,0
2457,1
2458,0
2459,2
2460,2
2461,0
2462,1
2463,1
2464,4
2465,4
2466,3
2467,4
2468,1
2469,5
2470,5
2471,4
2472,1
2473,2
2474,2
2475,0
2476,4
2477,2
2478,5
2479,3
2480,5
2481,2
2482,1
2483,3
2484,0
2485,1
2486,3
2487,4
2488,0
2489,3
2490,5
2491,4
2492,2
2493,1
2494,3
2495,4
2496,3
2497,5
2498,1
2499,0
2500,3
2501,0
2502,0
2503,0
2504,0
2505,2
2506,1
2507,0
2508,4
2509,5
2510,2
2511,5
2512,2
2513,5
2514,4
2515,1
2516,1
2517,1
2518,0
2519,1
2520,4
2521,4
2522,1
2523,2
2524,0
2525,5
2526,4
2527,4
2528,5
2529,2
2530,1
2531,3
2532,2
2533,0
2534,3
2535,2
2536,2
2537,1
2538,0
2539,4
2540,2
2541,3
2542,0
2543,5
2544,1
2545,4
2546,5
2547,3
2548,0
2549,5
2550,1
2551,4
2552,2
2553,0
2554,5
2555,0
2556,2
2557,3
2558,5
2559,3
2560,0
2561,4
2562,1
2563,5
2564,4
2565,2
2566,4
2567,2
2568,5
2569,1
2570,2
2571,1
2572,1
2573,5
2574,5
2575,3
2576,5
2577,4
2578,4
2579,1
2580,0
2581,3
2582,4
2583,4
2584,5
2585,0
2586,1
2587,0
2588,0
2589,1
2590,1
2591,1
2592,3
2593,5
2594,0
2595,4
2596,2
2597,4
2598,0
2599,0
2600,0
2601,3
2602,0
2603,0
2604,1
2605,5
2606,0
2607,0
2608,5
2609,1
2610,1
2611,1
2612,1
2613,3
2614,2
2615,5
2616,2
2617,4
2618,3
2619,1
2620,0
2621,5
2622,4
2623,2
2624,0
2625,5
2626,1
2627,5
2628,2
2629,5
2630,3
2631,0
2632,0
2633,5
2634,1
2635,4
2636,1
2637,4
2638,3
2639,5
2640,2
2641,0
2642,4
2643,5
2644,3
2645,4
2646,2
2647,4
2648,2
2649,0
2650,2
2651,0
2652,2
2653,0
2654,1
2655,1
2656,0
2657,2
2658,2
2659,5
2660,2
2661,5
2662,1
2663,3
2664,1
2665,5
2666,3
2667,1
2668,4
2669,0
2670,3
2671,5
2672,2
2673,2
2674,1
2675,1
2676,4
2677,0
2678,4
2679,3
2680,3
2681,2
2682,3
2683,0
2684,0
2685,1
2686,4
2687,0
2688,0
2689,3
2690,0
2691,5
2692,0
2693,3
2694,1
2695,1
2696,3
2697,1
2698,1
2699,0
2700,0
2701,0
2702,3
2703,3
2704,5
2705,3
2706,1
2707,1
2708,3
2709,3
2710,1
2711,2
2712,0
2713,2
2714,0
2715,1
2716,3
2717,3
2718,3
2719,5
2720,3
2721,1
2722,3
2723,3
2724,5
2725,5
2726,2
2727,5
2728,1
2729,1
2730,5
2731,1
2732,3
2733,1
2734,2
2735,0
2736,0
2737,1
2738,1
2739,2
2740,5
2741,0
2742,2
2743,1
2744,5
2745,2
2746,0
2747,2
2748,2
2749,4
2750,0
2751,0
2752,1
2753,3
2754,2
2755,4
2756,1
2757,3
2758,2
2759,5
2760,1
2761,0
2762,5
2763,4
2764,3
2765,3
2766,3
2767,0
2768,5
2769,0
2770,2
2771,2
2772,2
2773,2
2774,2
2775,5
2776,5
2777,2
2778,0
2779,4
2780,2
2781,5
2782,0
2783,0
2784,1
2785,1
2786,0
2787,0
2788,5
2789,4
2790,0
2791,5
2792,1
2793,1
2794,1
2795,3
2796,2
2797,0
2798,4
2799,0
2800,0
2801,0
2802,1
2803,0
2804,1
2805,3
2806,3
2807,0
2808,5
2809,3
2810,2
2811,3
2812,4
2813,2
2814,3
2815,4
2816,0
2817,2
2818,1
2819,2
2820,1
2821,0
2822,3
2823,3
2824,5
2825,2
2826,2
2827,5
2828,0
2829,4
2830,5
2831,4
2832,2
2833,0
2834,3
2835,2
2836,3
2837,3
2838,3
2839,5
2840,0
2841,5
2842,2
2843,5
2844,5
2845,0
2846,3
2847,0
2848,3
2849,2
2850,3
2851,1
2852,5
2853,2
2854,1
2855,3
2856,2
2857,0
2858,1
2859,2
2860,2
2861,4
2862,0
2863,1
2864,0
2865,1
2866,1
2867,5
2868,0
2869,0
2870,2
2871,1
2872,5
2873,0
2874,2
2875,4
2876,0
2877,4
2878,2
2879,0
2880,1
2881,2
2882,0
2883,3
2884,0
2885,1
2886,0
2887,1
2888,2
2889,5
2890,3
2891,2
2892,1
2893,0
2894,3
2895,2
2896,3
2897,4
2898,3
2899,3
2900,1
2901,1
2902,3
2903,4
2904,1
2905,0
2906,5
2907,5
2908,3
2909,1
2910,3
2911,1
2912,5
2913,2
2914,4
2915,0
2916,4
2917,2
2918,3
2919,2
2920,3
2921,0
2922,3
2923,0
2924,0
2925,1
2926,1
2927,0
2928,0
2929,0
2930,1
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,5
2939,1
2940,0
2941,5
2942,4
2943,0
2944,2
2945,3
2946,2
2947,5
2948,3
2949,0
2950,3
2951,0
2952,0
2953,0
2954,0
2955,1
2956,0
2957,0
2958,0
2959,0
2960,3
2961,0
2962,0
2963,1
2964,2
2965,5
2966,2
2967,4
2968,3
2969,2
2970,5
2971,0
2972,4
2973,1
2974,2
2975,2
2976,1
2977,5
2978,1
2979,2
2980,1
2981,4
2982,5
2983,2
2984,2
2985,4
2986,4
2987,2
2988,4
2989,2
2990,4
2991,2
2992,2
2993,0
2994,3
2995,0
2996,3
2997,4
