id,ans
287,3
288,4
289,3
290,3
291,5
292,5
293,4
294,5
295,3
296,2
297,2
298,0
299,1
300,0
301,1
302,3
303,1
304,2
305,4
306,0
307,3
308,5
309,2
310,0
311,4
312,4
313,0
314,2
315,5
316,2
317,2
318,2
319,0
320,5
321,3
322,1
323,2
324,3
325,5
326,2
327,2
328,1
329,0
330,1
331,3
332,5
333,0
334,3
335,0
336,3
337,4
338,3
339,0
340,0
341,0
342,4
343,5
344,0
345,2
346,2
347,4
348,4
349,1
350,3
351,2
352,2
353,3
354,4
355,1
356,4
357,2
358,5
359,4
360,2
361,2
362,4
363,5
364,0
365,2
366,5
367,2
368,0
369,0
370,5
371,4
372,5
373,1
374,2
375,0
376,3
377,5
378,0
379,0
380,2
381,5
382,5
383,5
384,0
385,1
386,4
387,0
388,3
389,4
390,1
391,0
392,4
393,3
394,5
395,0
396,2
397,5
398,1
399,1
400,0
401,1
402,2
403,1
404,3
405,1
406,4
407,3
408,2
409,2
410,2
411,5
412,0
413,3
414,2
415,1
416,4
417,1
418,5
419,1
420,5
421,3
422,1
423,0
424,0
425,0
426,1
427,0
428,2
429,2
430,4
431,0
432,2
433,5
434,0
435,1
436,2
437,2
438,0
439,1
440,0
441,1
442,4
443,0
444,0
445,0
446,0
447,2
448,5
449,2
450,3
451,1
452,0
453,4
454,1
455,0
456,5
457,5
458,1
459,5
460,2
461,2
462,3
463,5
464,1
465,5
466,5
467,3
468,5
469,1
470,5
471,0
472,3
473,4
474,2
475,0
476,2
477,0
478,1
479,2
480,2
481,3
482,1
483,2
484,5
485,5
486,1
487,3
488,3
489,5
490,4
491,3
492,4
493,0
494,4
495,0
496,5
497,0
498,0
499,1
500,2
501,0
502,1
503,4
504,2
505,2
506,1
507,0
508,1
509,2
510,5
511,1
512,1
513,2
514,5
515,0
516,0
517,2
518,2
519,5
520,0
521,3
522,4
523,2
524,3
525,4
526,0
527,5
528,0
529,4
530,4
531,2
532,3
533,2
534,1
535,0
536,3
537,3
538,4
539,0
540,0
541,3
542,1
543,2
544,5
545,3
546,2
547,5
548,3
549,5
550,5
551,4
552,5
553,5
554,0
555,5
556,3
557,0
558,3
559,5
560,4
561,3
562,2
563,4
564,5
565,3
566,2
567,2
568,0
569,5
570,0
571,5
572,2
573,0
574,4
575,1
576,5
577,3
578,1
579,3
580,2
581,1
582,2
583,0
584,0
585,2
586,0
587,0
588,3
589,3
590,3
591,2
592,0
593,0
594,4
595,5
596,0
597,2
598,4
599,0
600,3
601,4
602,2
603,5
604,1
605,2
606,4
607,0
608,1
609,1
610,4
611,3
612,0
613,3
614,2
615,5
616,4
617,1
618,4
619,5
620,5
621,4
622,2
623,3
624,0
625,3
626,5
627,0
628,0
629,0
630,5
631,2
632,0
633,5
634,0
635,3
636,0
637,0
638,3
639,0
640,2
641,2
642,4
643,5
644,4
645,0
646,2
647,4
648,4
649,5
650,2
651,4
652,0
653,2
654,0
655,0
656,2
657,5
658,5
659,5
660,1
661,0
662,1
663,2
664,3
665,2
666,3
667,4
668,0
669,1
670,2
671,2
672,2
673,4
674,0
675,0
676,4
677,3
678,1
679,4
680,5
681,5
682,2
683,2
684,5
685,3
686,3
687,0
688,5
689,4
690,0
691,5
692,4
693,4
694,5
695,1
696,3
697,1
698,4
699,0
700,2
701,0
702,2
703,0
704,2
705,4
706,5
707,2
708,3
709,1
710,3
711,2
712,0
713,5
714,3
715,4
716,0
717,1
718,2
719,4
720,4
721,1
722,1
723,0
724,0
725,0
726,2
727,5
728,0
729,0
730,5
731,3
732,4
733,5
734,3
735,1
736,4
737,3
738,5
739,3
740,4
741,5
742,1
743,4
744,5
745,3
746,0
747,1
748,2
749,0
750,0
751,1
752,4
753,0
754,0
755,0
756,3
757,3
758,0
759,0
760,0
761,4
762,3
763,1
764,2
765,5
766,0
767,0
768,3
769,0
770,0
771,2
772,3
773,4
774,3
775,1
776,4
777,2
778,4
779,5
780,2
781,3
782,4
783,2
784,0
785,3
786,3
787,1
788,5
789,2
790,0
791,1
792,2
793,5
794,1
795,2
796,5
797,1
798,5
799,5
800,5
801,2
802,3
803,5
804,1
805,3
806,2
807,5
808,0
809,0
810,2
811,1
812,3
813,0
814,2
815,4
816,0
817,4
818,1
819,1
820,4
821,1
822,3
823,0
824,4
825,0
826,0
827,1
828,1
829,1
830,1
831,5
832,0
833,3
834,2
835,5
836,4
837,1
838,0
839,0
840,2
841,1
842,3
843,2
844,1
845,5
846,1
847,4
848,3
849,1
850,5
851,5
852,2
853,0
854,1
855,0
856,5
857,1
858,5
859,5
860,5
861,0
862,2
863,2
864,3
865,3
866,5
867,4
868,2
869,3
870,0
871,1
872,0
873,0
874,3
875,0
876,3
877,4
878,5
879,0
880,3
881,0
882,2
883,3
884,3
885,2
886,2
887,0
888,5
889,3
890,3
891,3
892,2
893,0
894,1
895,5
896,1
897,1
898,5
899,3
900,5
901,1
902,3
903,2
904,5
905,5
906,2
907,3
908,3
909,4
910,0
911,3
912,4
913,0
914,5
915,5
916,1
917,3
918,4
919,0
920,4
921,0
922,0
923,4
924,2
925,1
926,1
927,0
928,2
929,4
930,4
931,0
932,5
933,1
934,0
935,0
936,0
937,2
938,2
939,2
940,0
941,4
942,5
943,1
944,4
945,0
946,4
947,5
948,0
949,4
950,0
951,4
952,5
953,4
954,5
955,4
956,4
957,1
958,5
959,4
960,2
961,4
962,1
963,2
964,1
965,5
966,0
967,2
968,3
969,2
970,2
971,0
972,0
973,0
974,4
975,4
976,4
977,5
978,2
979,5
980,4
981,1
982,0
983,0
984,0
985,5
986,0
987,0
988,5
989,0
990,0
991,0
992,4
993,0
994,2
995,5
996,4
997,1
998,3
999,0
1000,3
1001,2
1002,4
1003,4
1004,3
1005,0
1006,0
1007,2
1008,4
1009,5
1010,5
1011,0
1012,1
1013,0
1014,4
1015,4
1016,0
1017,4
1018,0
1019,1
1020,0
1021,3
1022,1
1023,0
1024,5
1025,0
1026,0
1027,0
1028,5
1029,4
1030,1
1031,5
1032,3
1033,5
1034,2
1035,1
1036,4
1037,4
1038,2
1039,0
1040,0
1041,4
1042,2
1043,1
1044,5
1045,0
1046,4
1047,0
1048,3
1049,4
1050,5
1051,2
1052,1
1053,5
1054,5
1055,4
1056,0
1057,2
1058,1
1059,5
1060,2
1061,0
1062,2
1063,4
1064,1
1065,0
1066,1
1067,2
1068,1
1069,5
1070,2
1071,0
1072,0
1073,0
1074,3
1075,0
1076,0
1077,3
1078,5
1079,2
1080,0
1081,0
1082,0
1083,4
1084,0
1085,5
1086,0
1087,0
1088,2
1089,2
1090,2
1091,0
1092,0
1093,0
1094,0
1095,0
1096,4
1097,2
1098,2
1099,2
1100,2
1101,2
1102,3
1103,5
1104,2
1105,4
1106,5
1107,2
1108,2
1109,3
1110,2
1111,4
1112,0
1113,2
1114,2
1115,1
1116,4
1117,0
1118,5
1119,0
1120,2
1121,4
1122,4
1123,0
1124,3
1125,4
1126,2
1127,4
1128,5
1129,3
1130,2
1131,5
1132,3
1133,1
1134,1
1135,3
1136,4
1137,0
1138,5
1139,2
1140,0
1141,4
1142,3
1143,2
1144,5
1145,2
1146,4
1147,4
1148,5
1149,0
1150,1
1151,3
1152,4
1153,3
1154,2
1155,5
1156,2
1157,2
1158,0
1159,1
1160,2
1161,0
1162,2
1163,2
1164,3
1165,4
1166,5
1167,3
1168,2
1169,2
1170,1
1171,4
1172,0
1173,5
1174,1
1175,5
1176,5
1177,5
1178,4
1179,4
1180,2
1181,3
1182,5
1183,2
1184,4
1185,3
1186,0
1187,0
1188,4
1189,1
1190,5
1191,4
1192,2
1193,3
1194,2
1195,5
1196,5
1197,0
1198,2
1199,0
1200,3
1201,5
1202,0
1203,1
1204,3
1205,2
1206,1
1207,5
1208,0
1209,4
1210,4
1211,0
1212,1
1213,4
1214,5
1215,1
1216,0
1217,5
1218,4
1219,3
1220,5
1221,2
1222,0
1223,4
1224,5
1225,1
1226,2
1227,3
1228,2
1229,5
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,4
1237,3
1238,0
1239,5
1240,2
1241,0
1242,1
1243,2
1244,5
1245,4
1246,0
1247,4
1248,2
1249,5
1250,1
1251,0
1252,1
1253,5
1254,0
1255,4
1256,4
1257,3
1258,0
1259,2
1260,1
1261,0
1262,1
1263,3
1264,5
1265,4
1266,1
1267,0
1268,0
1269,1
1270,1
1271,4
1272,2
1273,2
1274,1
1275,2
1276,0
1277,3
1278,3
1279,2
1280,5
1281,1
1282,0
1283,2
1284,5
1285,1
1286,4
1287,0
1288,5
1289,3
1290,4
1291,0
1292,1
1293,2
1294,3
1295,3
1296,0
1297,3
1298,1
1299,1
1300,3
1301,1
1302,4
1303,3
1304,0
1305,2
1306,5
1307,2
1308,3
1309,0
1310,2
1311,1
1312,0
1313,3
1314,2
1315,1
1316,0
1317,1
1318,1
1319,0
1320,2
1321,3
1322,5
1323,3
1324,3
1325,0
1326,0
1327,3
1328,3
1329,3
1330,4
1331,1
1332,2
1333,5
1334,1
1335,5
1336,3
1337,3
1338,0
1339,3
1340,1
1341,0
1342,4
1343,3
1344,0
1345,5
1346,0
1347,1
1348,1
1349,5
1350,5
1351,1
1352,4
1353,2
1354,5
1355,0
1356,5
1357,5
1358,4
1359,2
1360,4
1361,0
1362,0
1363,0
1364,2
1365,2
1366,0
1367,2
1368,0
1369,0
1370,0
1371,3
1372,2
1373,0
1374,1
1375,1
1376,0
1377,5
1378,5
1379,5
1380,5
1381,2
1382,1
1383,3
1384,2
1385,5
1386,0
1387,5
1388,3
1389,5
1390,3
1391,1
1392,3
1393,3
1394,5
1395,2
1396,2
1397,5
1398,4
1399,4
1400,1
1401,0
1402,1
1403,3
1404,4
1405,0
1406,5
1407,2
1408,5
1409,5
1410,4
1411,4
1412,2
1413,1
1414,1
1415,0
1416,5
1417,4
1418,2
1419,1
1420,0
1421,3
1422,5
1423,5
1424,0
1425,2
1426,1
1427,3
1428,3
1429,0
1430,1
1431,0
1432,3
1433,4
1434,0
1435,0
1436,5
1437,2
1438,4
1439,0
1440,2
1441,0
1442,3
1443,2
1444,4
1445,3
1446,0
1447,5
1448,4
1449,3
1450,0
1451,1
1452,2
1453,0
1454,3
1455,1
1456,3
1457,1
1458,2
1459,2
1460,5
1461,3
1462,4
1463,2
1464,2
1465,3
1466,4
1467,1
1468,4
1469,2
1470,5
1471,2
1472,0
1473,2
1474,2
1475,4
1476,3
1477,3
1478,0
1479,4
1480,2
1481,5
1482,2
1483,5
1484,1
1485,0
1486,1
1487,2
1488,3
1489,0
1490,5
1491,3
1492,5
1493,4
1494,4
1495,1
1496,4
1497,2
1498,3
1499,4
1500,4
1501,0
1502,2
1503,4
1504,4
1505,1
1506,0
1507,0
1508,2
1509,1
1510,1
1511,3
1512,5
1513,2
1514,1
1515,1
1516,1
1517,1
1518,5
1519,2
1520,1
1521,0
1522,2
1523,2
1524,5
1525,4
1526,1
1527,0
1528,2
1529,3
1530,3
1531,0
1532,4
1533,5
1534,2
1535,3
1536,2
1537,2
1538,5
1539,3
1540,4
1541,1
1542,2
1543,1
1544,4
1545,0
1546,0
1547,5
1548,3
1549,0
1550,4
1551,2
1552,2
1553,3
1554,0
1555,4
1556,1
1557,0
1558,4
1559,5
1560,0
1561,4
1562,3
1563,4
1564,2
1565,5
1566,5
1567,3
1568,5
1569,5
1570,4
1571,3
1572,0
1573,5
1574,4
1575,0
1576,3
1577,3
1578,4
1579,4
1580,3
1581,3
1582,0
1583,3
1584,2
1585,3
1586,2
1587,4
1588,5
1589,0
1590,4
1591,1
1592,2
1593,3
1594,4
1595,5
1596,1
1597,3
1598,3
1599,1
1600,5
1601,0
1602,1
1603,0
1604,4
1605,1
1606,3
1607,1
1608,4
1609,4
1610,0
1611,5
1612,1
1613,4
1614,0
1615,0
1616,2
1617,0
1618,2
1619,2
1620,1
1621,5
1622,5
1623,0
1624,1
1625,5
1626,0
1627,2
1628,1
1629,0
1630,3
1631,5
1632,5
1633,5
1634,0
1635,4
1636,5
1637,0
1638,4
1639,1
1640,0
1641,2
1642,2
1643,3
1644,3
1645,5
1646,1
1647,1
1648,0
1649,0
1650,5
1651,1
1652,1
1653,4
1654,1
1655,2
1656,3
1657,5
1658,3
1659,3
1660,5
1661,4
1662,2
1663,5
1664,3
1665,5
1666,2
1667,0
1668,0
1669,1
1670,0
1671,0
1672,2
1673,5
1674,1
1675,5
1676,0
1677,0
1678,3
1679,0
1680,0
1681,4
1682,2
1683,2
1684,3
1685,4
1686,5
1687,4
1688,3
1689,5
1690,4
1691,0
1692,5
1693,1
1694,2
1695,0
1696,3
1697,0
1698,5
1699,0
1700,0
1701,5
1702,0
1703,3
1704,1
1705,2
1706,0
1707,1
1708,2
1709,0
1710,1
1711,1
1712,0
1713,4
1714,2
1715,1
1716,0
1717,4
1718,4
1719,1
1720,5
1721,2
1722,5
1723,4
1724,1
1725,4
1726,5
1727,1
1728,0
1729,3
1730,1
1731,5
1732,4
1733,5
1734,2
1735,5
1736,4
1737,3
1738,3
1739,0
1740,4
1741,1
1742,0
1743,1
1744,5
1745,3
1746,4
1747,0
1748,0
1749,5
1750,2
1751,3
1752,5
1753,4
1754,2
1755,1
1756,3
1757,5
1758,3
1759,4
1760,2
1761,0
1762,5
1763,1
1764,1
1765,0
1766,2
1767,5
1768,1
1769,4
1770,0
1771,2
1772,2
1773,5
1774,1
1775,3
1776,3
1777,4
1778,3
1779,1
1780,5
1781,4
1782,3
1783,1
1784,2
1785,3
1786,5
1787,3
1788,1
1789,1
1790,1
1791,4
1792,0
1793,3
1794,1
1795,3
1796,4
1797,1
1798,0
1799,5
1800,5
1801,1
1802,4
1803,0
1804,2
1805,5
1806,5
1807,3
1808,0
1809,1
1810,3
1811,0
1812,0
1813,5
1814,1
1815,4
1816,0
1817,3
1818,0
1819,3
1820,3
1821,3
1822,4
1823,5
1824,3
1825,1
1826,2
1827,3
1828,4
1829,3
1830,2
1831,2
1832,0
1833,5
1834,0
1835,0
1836,5
1837,4
1838,3
1839,3
1840,5
1841,2
1842,1
1843,5
1844,0
1845,4
1846,1
1847,3
1848,0
1849,3
1850,3
1851,1
1852,0
1853,4
1854,1
1855,1
1856,1
1857,3
1858,5
1859,0
1860,3
1861,2
1862,2
1863,2
1864,4
1865,2
1866,4
1867,3
1868,5
1869,3
1870,2
1871,4
1872,3
1873,5
1874,4
1875,1
1876,0
1877,4
1878,3
1879,1
1880,3
1881,3
1882,5
1883,3
1884,0
1885,4
1886,0
1887,5
1888,2
1889,3
1890,3
1891,4
1892,1
1893,2
1894,3
1895,1
1896,0
1897,0
1898,3
1899,4
1900,1
1901,1
1902,1
1903,2
1904,5
1905,5
1906,5
1907,3
1908,4
1909,2
1910,5
1911,3
1912,2
1913,4
1914,0
1915,2
1916,2
1917,2
1918,4
1919,1
1920,3
1921,0
1922,2
1923,5
1924,4
1925,5
1926,1
1927,4
1928,5
1929,3
1930,2
1931,3
1932,3
1933,2
1934,4
1935,4
1936,3
1937,0
1938,2
1939,0
1940,3
1941,1
1942,3
1943,5
1944,5
1945,4
1946,0
1947,3
1948,0
1949,1
1950,5
1951,1
1952,0
1953,5
1954,4
1955,0
1956,0
1957,1
1958,2
1959,3
1960,5
1961,1
1962,4
1963,1
1964,5
1965,4
1966,5
1967,1
1968,3
1969,0
1970,4
1971,0
1972,0
1973,2
1974,4
1975,2
1976,4
1977,5
1978,2
1979,4
1980,2
1981,0
1982,4
1983,4
1984,3
1985,4
1986,4
1987,0
1988,1
1989,5
1990,3
1991,5
1992,3
1993,2
1994,3
1995,4
1996,4
1997,4
1998,5
1999,2
2000,0
2001,3
2002,1
2003,3
2004,3
2005,3
2006,1
2007,0
2008,1
2009,3
2010,5
2011,2
2012,0
2013,2
2014,1
2015,0
2016,3
2017,0
2018,0
2019,0
2020,5
2021,4
2022,4
2023,4
2024,5
2025,3
2026,0
2027,0
2028,3
2029,2
2030,5
2031,4
2032,0
2033,2
2034,1
2035,3
2036,0
2037,3
2038,2
2039,2
2040,3
2041,5
2042,3
2043,3
2044,3
2045,3
2046,3
2047,4
2048,3
2049,1
2050,2
2051,5
2052,0
2053,0
2054,3
2055,4
2056,5
2057,3
2058,0
2059,3
2060,3
2061,1
2062,1
2063,1
2064,1
2065,0
2066,0
2067,3
2068,2
2069,2
2070,0
2071,0
2072,2
2073,1
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,1
2082,2
2083,3
2084,4
2085,4
2086,0
2087,2
2088,4
2089,5
2090,5
2091,0
2092,1
2093,3
2094,1
2095,4
2096,5
2097,0
2098,3
2099,1
2100,0
2101,5
2102,0
2103,1
2104,3
2105,3
2106,3
2107,4
2108,3
2109,3
2110,3
2111,1
2112,2
2113,3
2114,0
2115,1
2116,3
2117,5
2118,5
2119,3
2120,5
2121,0
2122,5
2123,5
2124,4
2125,0
2126,0
2127,1
2128,2
2129,4
2130,0
2131,0
2132,2
2133,2
2134,4
2135,4
2136,1
2137,5
2138,2
2139,5
2140,3
2141,4
2142,1
2143,2
2144,3
2145,4
2146,2
2147,2
2148,1
2149,2
2150,2
2151,0
2152,4
2153,1
2154,4
2155,0
2156,4
2157,3
2158,5
2159,3
2160,1
2161,5
2162,5
2163,0
2164,2
2165,5
2166,1
2167,0
2168,1
2169,0
2170,3
2171,4
2172,5
2173,1
2174,4
2175,2
2176,1
2177,2
2178,0
2179,3
2180,4
2181,3
2182,3
2183,5
2184,2
2185,4
2186,2
2187,4
2188,0
2189,1
2190,2
2191,2
2192,3
2193,4
2194,3
2195,1
2196,5
2197,0
2198,2
2199,5
2200,5
2201,0
2202,1
2203,4
2204,2
2205,1
2206,5
2207,0
2208,2
2209,1
2210,3
2211,2
2212,1
2213,3
2214,4
2215,2
2216,4
2217,4
2218,4
2219,3
2220,0
2221,3
2222,5
2223,0
2224,1
2225,1
2226,3
2227,2
2228,1
2229,5
2230,4
2231,4
2232,4
2233,5
2234,3
2235,3
2236,5
2237,0
2238,3
2239,5
2240,5
2241,0
2242,0
2243,5
2244,5
2245,1
2246,2
2247,5
2248,1
2249,0
2250,4
2251,0
2252,0
2253,2
2254,0
2255,2
2256,3
2257,4
2258,2
2259,1
2260,4
2261,1
2262,0
2263,3
2264,5
2265,5
2266,4
2267,0
2268,0
2269,4
2270,3
2271,1
2272,2
2273,0
2274,4
2275,4
2276,3
2277,0
2278,0
2279,1
2280,0
2281,0
2282,3
2283,5
2284,5
2285,3
2286,5
2287,3
2288,0
2289,4
2290,2
2291,5
2292,0
2293,3
2294,0
2295,1
2296,3
2297,5
2298,4
2299,0
2300,2
2301,0
2302,2
2303,5
2304,2
2305,1
2306,1
2307,5
2308,2
2309,2
2310,2
2311,4
2312,4
2313,5
2314,1
2315,5
2316,4
2317,1
2318,1
2319,0
2320,5
2321,3
2322,2
2323,2
2324,1
2325,0
2326,0
2327,2
2328,3
2329,2
2330,1
2331,3
2332,3
2333,3
2334,0
2335,1
2336,0
2337,4
2338,5
2339,4
2340,1
2341,3
2342,5
2343,4
2344,1
2345,3
2346,1
2347,1
2348,4
2349,1
2350,1
2351,3
2352,1
2353,3
2354,5
2355,2
2356,5
2357,5
2358,5
2359,2
2360,5
2361,2
2362,4
2363,0
2364,0
2365,1
2366,2
2367,4
2368,0
2369,0
2370,1
2371,2
2372,5
2373,0
2374,5
2375,1
2376,4
2377,0
2378,3
2379,4
2380,2
2381,0
2382,1
2383,2
2384,3
2385,5
2386,3
2387,4
2388,1
2389,1
2390,4
2391,0
2392,4
2393,0
2394,4
2395,1
2396,5
2397,5
2398,5
2399,0
2400,4
2401,3
2402,5
2403,2
2404,2
2405,3
2406,1
2407,3
2408,5
2409,2
2410,0
2411,1
2412,1
2413,0
2414,0
2415,5
2416,1
2417,2
2418,0
2419,0
2420,4
2421,1
2422,1
2423,4
2424,1
2425,5
2426,5
2427,4
2428,0
2429,0
2430,0
2431,1
2432,3
2433,4
2434,4
2435,0
2436,5
2437,3
2438,1
2439,0
2440,2
2441,4
2442,0
2443,0
2444,4
2445,0
2446,2
2447,2
2448,5
2449,0
2450,2
2451,2
2452,3
2453,0
2454,5
2455,1
2456,0
2457,1
2458,5
2459,2
2460,5
2461,4
2462,1
2463,1
2464,4
2465,4
2466,3
2467,2
2468,1
2469,4
2470,5
2471,4
2472,1
2473,2
2474,2
2475,5
2476,4
2477,4
2478,5
2479,3
2480,4
2481,2
2482,1
2483,5
2484,0
2485,1
2486,3
2487,0
2488,0
2489,3
2490,5
2491,4
2492,2
2493,1
2494,2
2495,4
2496,0
2497,5
2498,1
2499,4
2500,0
2501,0
2502,0
2503,2
2504,0
2505,2
2506,2
2507,0
2508,4
2509,0
2510,2
2511,0
2512,5
2513,5
2514,4
2515,1
2516,1
2517,1
2518,0
2519,1
2520,4
2521,2
2522,1
2523,2
2524,2
2525,5
2526,5
2527,4
2528,5
2529,2
2530,1
2531,3
2532,4
2533,2
2534,2
2535,3
2536,3
2537,4
2538,0
2539,4
2540,2
2541,3
2542,0
2543,5
2544,1
2545,4
2546,3
2547,3
2548,0
2549,5
2550,1
2551,2
2552,2
2553,0
2554,5
2555,0
2556,4
2557,3
2558,5
2559,1
2560,0
2561,0
2562,1
2563,1
2564,4
2565,1
2566,4
2567,2
2568,4
2569,1
2570,3
2571,1
2572,1
2573,5
2574,5
2575,2
2576,5
2577,4
2578,1
2579,1
2580,0
2581,3
2582,4
2583,4
2584,2
2585,4
2586,1
2587,3
2588,1
2589,1
2590,1
2591,1
2592,3
2593,5
2594,1
2595,2
2596,2
2597,4
2598,0
2599,0
2600,0
2601,3
2602,0
2603,0
2604,1
2605,5
2606,0
2607,0
2608,4
2609,2
2610,1
2611,1
2612,0
2613,3
2614,5
2615,5
2616,2
2617,4
2618,3
2619,1
2620,1
2621,5
2622,4
2623,3
2624,0
2625,0
2626,4
2627,5
2628,2
2629,5
2630,3
2631,1
2632,5
2633,5
2634,1
2635,4
2636,1
2637,4
2638,2
2639,5
2640,2
2641,0
2642,4
2643,5
2644,0
2645,1
2646,2
2647,4
2648,5
2649,0
2650,2
2651,0
2652,4
2653,0
2654,1
2655,1
2656,0
2657,2
2658,2
2659,5
2660,2
2661,5
2662,1
2663,3
2664,1
2665,5
2666,3
2667,1
2668,4
2669,0
2670,3
2671,5
2672,2
2673,0
2674,1
2675,1
2676,4
2677,4
2678,4
2679,2
2680,1
2681,2
2682,1
2683,0
2684,0
2685,1
2686,3
2687,0
2688,0
2689,3
2690,2
2691,3
2692,0
2693,2
2694,1
2695,0
2696,2
2697,1
2698,1
2699,0
2700,0
2701,0
2702,3
2703,3
2704,5
2705,3
2706,1
2707,1
2708,3
2709,5
2710,0
2711,2
2712,0
2713,2
2714,4
2715,4
2716,3
2717,5
2718,4
2719,5
2720,3
2721,1
2722,3
2723,3
2724,5
2725,5
2726,2
2727,5
2728,4
2729,1
2730,3
2731,1
2732,3
2733,3
2734,2
2735,0
2736,0
2737,1
2738,1
2739,3
2740,5
2741,0
2742,1
2743,1
2744,5
2745,2
2746,0
2747,0
2748,2
2749,4
2750,2
2751,0
2752,1
2753,3
2754,2
2755,4
2756,1
2757,3
2758,2
2759,5
2760,1
2761,0
2762,5
2763,4
2764,0
2765,3
2766,5
2767,0
2768,5
2769,5
2770,2
2771,2
2772,2
2773,2
2774,2
2775,5
2776,3
2777,4
2778,0
2779,3
2780,2
2781,0
2782,2
2783,2
2784,3
2785,1
2786,0
2787,3
2788,5
2789,4
2790,0
2791,5
2792,1
2793,1
2794,1
2795,3
2796,2
2797,1
2798,4
2799,4
2800,0
2801,0
2802,1
2803,0
2804,0
2805,3
2806,3
2807,0
2808,0
2809,0
2810,2
2811,3
2812,4
2813,2
2814,3
2815,4
2816,0
2817,2
2818,1
2819,1
2820,1
2821,0
2822,5
2823,3
2824,5
2825,2
2826,2
2827,0
2828,0
2829,4
2830,1
2831,4
2832,2
2833,0
2834,5
2835,2
2836,2
2837,3
2838,3
2839,5
2840,0
2841,0
2842,2
2843,5
2844,5
2845,2
2846,3
2847,0
2848,3
2849,2
2850,3
2851,0
2852,5
2853,2
2854,2
2855,3
2856,2
2857,0
2858,0
2859,2
2860,2
2861,4
2862,0
2863,1
2864,0
2865,2
2866,1
2867,5
2868,0
2869,1
2870,4
2871,1
2872,5
2873,0
2874,1
2875,4
2876,0
2877,5
2878,4
2879,4
2880,0
2881,2
2882,0
2883,5
2884,0
2885,1
2886,0
2887,0
2888,5
2889,5
2890,3
2891,0
2892,1
2893,0
2894,5
2895,2
2896,2
2897,4
2898,3
2899,3
2900,1
2901,1
2902,5
2903,4
2904,1
2905,0
2906,1
2907,0
2908,3
2909,5
2910,5
2911,1
2912,5
2913,2
2914,4
2915,3
2916,4
2917,2
2918,3
2919,1
2920,3
2921,0
2922,0
2923,0
2924,0
2925,2
2926,4
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,5
2939,5
2940,0
2941,5
2942,4
2943,4
2944,0
2945,3
2946,2
2947,5
2948,4
2949,3
2950,3
2951,0
2952,0
2953,0
2954,5
2955,1
2956,0
2957,0
2958,0
2959,0
2960,3
2961,0
2962,0
2963,1
2964,2
2965,5
2966,2
2967,4
2968,3
2969,2
2970,5
2971,0
2972,4
2973,1
2974,2
2975,2
2976,1
2977,5
2978,1
2979,0
2980,1
2981,4
2982,2
2983,5
2984,2
2985,4
2986,0
2987,2
2988,5
2989,3
2990,4
2991,2
2992,2
2993,0
2994,4
2995,0
2996,4
2997,0
